	comment	hahstags	Nome	Posicionamento
317	"Esse projeto tem como finalidade implantar uma ditadura fascista no Brasil. Democracia sempre! #ForaBolsonaro!
"	[['ForaBolsonaro']]	PL 3019/2020	Negativo
318	"a luta deve aumentar, esse tipo de projeto colabora com os  que querem entregar o brasil aos eua e seus projetos de auto-destruição #forabolsonaro

"	[['forabolsonaro']]	PL 3019/2020	Negativo
319	Grupos que usam de violência e atacam pessoas, depredam bens públicos e particulares isso andam longe de ser algo civilizado, muito menos democrático! #Antifas #Criminosos #Terroristas	[['Antifas', 'Criminosos', 'Terroristas']]	PL 3019/2020	Positivo
320	taxar antifacistas de terroristas era o que acontecia durante a ditadura militar no Brasil ! Todos que eram contra o governo eram perseguidos como terroristas. #ditaduranuncamais	[['ditaduranuncamais']]	PL 3019/2020	Negativo
321	Infelizmente, um movimento que poderia  ser feito pacificamente, tem depredado locais públicos e incitado uma polarização desnecessária, se utilizando principalmente do #vidasnegrasimportam	[['vidasnegrasimportam']]	PL 3019/2020	Negativo
323	" O grupo autointitulado ""atinfas"", ou anti-fascismo, usa de violência e intimidação sobre outros grupos de pensamento, o que é uma característica justamente FASCISTA, que é o que realmente são.

#AntifaTerroristas"	[['AntifaTerroristas']]	PL 3019/2020	Positivo
325	Direito de manifestação é um direito assegurado pelo artigo 5º da Constituição Federal. Criminalizar movimentos que tenham por objetivo combater o autoritarismo estatal atenta contra todos os princípios democráticos constitucionais, além de servir de incentivo para a implementação de uma atuação estatal fascista, ditatorial e arbitrária, esta sim deveria ser criminalizada. #ForaBolsonaro #FascismoNão	[['ForaBolsonaro', 'FascismoNão']]	PL 3019/2020	Negativo
327	Mais um “projeto” lixo.. vai trabalhar para fortalecer a democracia do nosso país não o contrário! #vaicorinthians 	[['vaicorinthians']]	PL 3019/2020	Negativo
328	"O Mundo todo está vendo as ações anti democráticas, suas manifestações usam da violência como arma de coerção contra o povo de bem.
Durante os protestos no Domingo tivemos as manifestações contra o Estado totalitário da esquerda, dizendo e mostrando a todos com nossa bandeira verde e amarela que o SUPREMO É O POVO.
Mas as torcidas organizadas começam a violência, ataques e bagunça. 

#SUPREMOÉOPOVO

BRASIL ACIMA DE TUDO E DEUS ACIMA DE TODOS "	[['SUPREMOÉOPOVO']]	PL 3019/2020	Positivo
329	"Direito legítimo de manifestação. Os fascistas se articulam incorporando as palavras de ordem da oposição. #ditadurafascistanuncamais

"	[['ditadurafascistanuncamais']]	PL 3019/2020	Negativo
330	"São baderneiros travestidos de movimentos anti-fascistas! 
#BaderneirosTerroristasNãoPassarão  "	[['BaderneirosTerroristasNãoPassarão']]	PL 3019/2020	Positivo
331	Vandalismo e terrorismo não é e nunca será Democracia. Se esconde atrás das máscaras. #AntifasTerrorista 	[['AntifasTerrorista']]	PL 3019/2020	Positivo
334	Classifica-se movimento antifascista para se nomear o movimento que une pessoas a favor da liberdade. Movimento antifa não impõe modelo de vida a ninguém, colocamos na mesa nosso direito de sermos livres, com escolhas e decisões partidas do próprio indivíduo, não do estado. Queremos ser livres! É o mínimo!  #ANTIFA 	[['ANTIFA']]	PL 3019/2020	Negativo
361	Um absurdo duas pessoas indiciadas em processos estarem nos representando, #ForaMaia #ForaAlcalumbre já 	[['ForaMaia', 'ForaAlcalumbre']]	PEC 101/2003	Negativo
362	"DEMOCRACIA= alternância de adm públicos nos poderes constituídos por representantes do povo.
DITADURA= nops/ NRA/ gameover/ pqp/ #anticristo"	[['anticristo']]	PEC 101/2003	Negativo
376	"É uma vida, é uma criança, não um objeto que se descarta!
#salvemosasduasvidas"	[['salvemosasduasvidas']]	PL 2893/2019	Positivo
379	Fim da estabilidade do servidor; Favorecimento de manutenção de cabide eleitoral; Formas de contratação precária; Retirada de direitos trabalhistas conquistados com muita luta e favorecimento de grandes empresários. #Naoareformaadministrativa #EstabilidadeSim	[['Naoareformaadministrativa', 'EstabilidadeSim']]	PEC 32/2020	Negativo
380	"O fim da estabilidade retira a imparcialidade do servidor, dá ensejo a perseguição política e a volta do ""cabide de emprego"" no serviço público. #EstabilidadeSIM"	[['EstabilidadeSIM']]	PEC 32/2020	Negativo
381	"A proposta permitirá o apadrinhamento político, quebra frontal dos princípios da moralidade e da impessoalidade. A Administração Pública não pode ficar refém dos interesses pessoais dos gestores públicos, o fim da estabilidade representará o retrocesso no país, a exigência de uma fase de experiência em Concursos Públicos fará com que apenas os candidatos mais ""dispostos a coperar"" com os interesses pessoais dos respectivos chefes sejam ao absurdo período de 2 anos aprovados. #estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
382	Todos porque se excluiu da reforma os cargos que mais oneram o estado não vai gerar economia nenhuma, apenas acabar com o funcionalismo para que os políticos tenham mais moeda de troca no futuro, que serão  indicações  e gerará  mais corrupção , pois funcionário estável não pratica escadinha né #nãoareformaadminostrativa 	[['nãoareformaadminostrativa']]	PEC 32/2020	Negativo
383	Não se pode falar em estabilidade somente para parte de servidores! Ela é uma garantia e não um privilégio! Através dela, ao servidor público é permitido trabalhar sem qualquer interferência! #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
384	A estabilidade é prerrogativa dos servidores públicos e não privilégio. A estabilidade deve ser mantida para que não aconteça perseguições políticas, casos de corrupção e comportamentos ímprobos na Administração Pública. #ESTABILIDADESIM	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
385	Todo o ser humano tem o direito a vida. E ninguém tem o direito de tira-la! A vida começa na concepção! Aborto é pena de morte pra quem não pode se defender.  #revoga2do128	[['revoga2do128']]	PL 2893/2019	Positivo
386	Fim da estabilidade e vínculo de efetivação colocam a CF/88, mais precisamente o art. 37, na lata do lixo. Uma luta de décadas contra apadrinhamento político, contra perseguição, conchavos, assédios moral e sexual simplesmente sumirão caso o fim da estabilidade e o vínculo de efetividade sejam aprovados. #naoareformaadministrativa #estabilidadesim #contravinculodeefetivacao	[['naoareformaadministrativa', 'estabilidadesim', 'contravinculodeefetivacao']]	PEC 32/2020	Negativo
387	"CONCURSEIROS que está estudando há anos para MUDAR DE VIDA e, finalmente, ser Reconhecido e ingressar na Administração Pública pelos seus próprios MÉRITOS, e NÃO POR NEPOTISMO, cargo em troca de votos, favores, indicações imorais, e ter a necessária Estabilidade para poder cumprir suas Missões SEM interferência dos investigados, SEM retaliações de interessados em obter vantagens indevidas, SEM acharcamento de Organizações criminosas. #EstabilidadeSIM
#NãoaReformadministrativa"	[['EstabilidadeSIM', 'NãoaReformadministrativa']]	PEC 32/2020	Negativo
388	Fim da estabilidade. Acumulação de cargos. Estágio probatório. Hipóteses de demissão com critérios subjetivos. Eliminação das gratificações. Traduzindo: todo o resto. #ESTABILIDADESIM 	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
389	"A reforma enfraquece o país e traz imensos prejuízos. Acabar com a estabilidade e os concursos é transformar o Estado em máquina a serviço dos governos. Sem ela, só permanecerá no cargo quem se sujeitar às piores vontades políticas. #naoareformaadministrativa   #Estabilidadesim
"	[['naoareformaadministrativa', 'Estabilidadesim']]	PEC 32/2020	Negativo
390	"A estabilidade é um instrumento que mitiga ingerências políticas nos trabalhos dos servidores e impede que intenções escusas prevaleçam sobre o interesse público 
É um instrumento que impede que o funcionalismo de estado se transforme em um funcionalismo político, do governo atual.
#estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
391	O fim da estabilidade do servidor público é um retrocesso e só vai aumentar ainda mais a corrupção. A estabilidade é uma garantia constitucional que existe para o bem da população. Protege, sobretudo, o cidadão, pois permite que o servidor público exerça o seu trabalho sem interferências, conforme o que determina a lei. Os políticos e a mídia estão criando a imagem de que o servidor público é o vilão nesse desgoverno. Vamos nos informar! #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
393	"#Estabilidadesim 
#Estabilidadrparatodos
#naoareformaadministrativa "	[['Estabilidadesim', 'Estabilidadrparatodos', 'naoareformaadministrativa']]	PEC 32/2020	Negativo
394	Não há pontos positivos, uma vez que o alto escalão do serviço público vai continuar com as mesmas regalias enquanto o servidor concursado vai perder a única coisa que o protege de ingerências políticas, a estabilidade. #estabilidadesim 	[['estabilidadesim']]	PEC 32/2020	Positivo
395	A PEC é vergonhosa, não atinge políticos, militares nem juízes. Ainda quer tirar a estabilidade e colocar uma espécie de tranner o que faz com que o que o servidor deixe de servir o estado e passe a servir os governos, enfim, uma vergonha, e os cargos comissionados? também não vão mexer nisso? a estabilidade não é uma regalia é uma prerrogativa que protege o servidor bem como a sociedade em geral #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
396	Todos os pontos são negativos! Estratégia para desmantelar o serviço público e abrir liberdade pra rachadinhas e coerção. #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
397	#Estabilidadesim não é privilégio, mas garantia constitucional, e proteção àqueles comprometidos com o crescimento do Estado. 	[['Estabilidadesim']]	PEC 32/2020	Negativo
398	Estabilidade é instrumento de trabalho do servidor público, possibilita a realização de um trabalho impessoal e livre de perseguições. #estabilidadesim 	[['estabilidadesim']]	PEC 32/2020	Negativo
399	"Uma reforma que deixa de incluir os intocáveis (Judiciário, executivo e legislativo) não deve ser aprovada. Apoiaria uma reforma administrativa que engloga-se TODOS, não só a base da pirâmide do funcionalismo público. Reforma seletiva NÃO. #NãoAReformaAdministrativa 
"	[['NãoAReformaAdministrativa']]	PEC 32/2020	Negativo
400	ESTABILIDADE NÃO É PRIVILÉGIO, É UM MECANISMO NECESSÁRIO  PARA NÃO INFLUENCIAR NO TRABALHO DO SERVIDOR. NÃO DEFENDO POLÍTICO A OU B, DEFENDO MEU PAÍS E TER ESSE JOGO DE CONTROLE NAS MÃOS DE PARTIDO A OU B É A  PIOR DE TODAS  AS PROPOSTAS.  ESTAMOS DE OLHO E VAMOS LUTAR CONTRA ESSE DESSERVIÇO AO NOSSO PAÍS. #ESTABILIDADESIM	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
401	Estabilidade não pode ser visto como privilégio de um servidor público, mas sim, como forma de proteger o bom servidor de pressões alheias. O fim da estabilidade, ainda que seja das carreiras meio, terá como consequência negativa um aparelhamento com cargos políticos ainda maior dentro dos órgãos. #EstabilidadeSIM	[['EstabilidadeSIM']]	PEC 32/2020	Negativo
402	Retirar estabilidade do servidor não vai aumentar sua produtividade, muito pelo contrário, torna o servidor a mercê de interesses políticos visto que terá que cumprir qualquer ordem sob justificativa de ser demitido. Isso traz bastante insegurança e aumenta a margem pra corrupção! #ESTABILIDADESIM	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
403	"Acho o maior absurdo o fim da estabilidade. Um país totalmente imparcial sabe que não existe meritrocarcia . Como servidora pública posso afirmar que estabilidade não é um privilégio como muitos pensam 
#estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
404	Tende a tirar a meritocracia das pessoas que estudam muito para fazer parte do serviço público, retiram a ISONOMIA dos cargos, já que só alguns vão ter o direito a estabilidade. Qual a diferença entre as carreiras? Todos prestam serviço público, merecem respeito! A vaga não é dada, ao contrário do que se vê sempre com os cargos em comissão! Manter a pessoa como trainee 2 anos? Nem em contrato de trabalho privado existe isso, retrocesso a um país que conquistou muito #naoareformaadministrativa	[['naoareformaadministrativa']]	PEC 32/2020	Negativo
405	Estabilidade é garantia de autonomia e independência no serviço público. Não podemos retroceder à época do coronelismo no serviço público ficando a mercê de mandos e desmandos de superiores. #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
408	Retira a estabilidade dos servidores abrindo margem a perseguição política, consequentemente gerará parcialidade e favorecimento dentro do serviço público. #ESTABILIDADESIM	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
409	Quem vive em cidades do interior conhece de perto o tipo de assédio que os servidores contratados vivem. São obrigados a servirem como “cabos eleitorais” de políticos para manter seus empregos. A estabilidade do servidor é um fato que impede governantes de os tratarem dessa forma. Se a estabilidade for derrubada, todos os servidores (sejam eles contratados ou efetivos) sofrerão com esse tipo de atitude. Precisamos evoluir, não regredir! #estabilidadesim 	[['estabilidadesim']]	PEC 32/2020	Negativo
410	Isso é um retrocesso!!! Deveriam valorizar os servidores públicos e não prejudicá-los!!!! #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
411	A proposta só vai atingir os servidores mais vulneráveis, altos cargos como cargos em comissão e função de confiança, militares e magistrados não serão atingidos por essa PEC. #NãoàReformaAdministrativa. 	[['NãoàReformaAdministrativa']]	PEC 32/2020	Negativo
412	Acabar com a estabilidade de qualquer cargo é deixar seus empregados a Mercer de políticos, os servidores públicos não merecem esse descaso, são anos fe estudo, são noites mal dormidas para conseguir passar  em um concurso!!! #NãoAoFimDaEstabilidade	[['NãoAoFimDaEstabilidade']]	PEC 32/2020	Negativo
413	Com a proposta servidores ficaram a mercê de políticos e não do estado. #contraareforma	[['contraareforma']]	PEC 32/2020	Negativo
414	Os servidores necessitam de estabilidade para se protegerem de possíveis pressões por parte de superiores, para que possam fazer denúncias sem sentir medo de perderem seus cargos, para que não fiquem à mercê da corrupção e do clientelismo. Além disso, grande parte dos servidores não recebem diversos benefícios e possuem super salários: recebem aquilo que é justo, pois são profissionais qualificados, que fizeram provas concorridas para ocuparem sua função. #estabilidadesim #valorizaçãodoservidor	[['estabilidadesim', 'valorizaçãodoservidor']]	PEC 32/2020	Negativo
415	"A Estabilidade não deve ser tratado como um privilégio ou regalia. Em um país com tanta corrupção como o Brasil, não acredito em funcionalismo público com base em ""merecimento"". #Estabilidadesim"	[['Estabilidadesim']]	PEC 32/2020	Negativo
416	Estabilidade é prerrogativa conferida às servidores públicos e não privilégios. Nós não podemos retirar do nosso sistema garantias que foram concedidas depois de anos de lutas. #nãoareformaadministrativa	[['nãoareformaadministrativa']]	PEC 32/2020	Negativo
417	Pura política, corrupção e desvalorização da massa que mantém esse país trabalhando que somos nós funcionários públicos #naoapec32/2020	[['naoapec32']]	PEC 32/2020	Negativo
418	"Absurda e fora da realidade do setor público  ! 
Sem estabilidade haverá  precarização do serviço e indicações  políticas muito além  do que já  existe ! #Estabilidadesim #naoareformaadministrativa"	[['Estabilidadesim', 'naoareformaadministrativa']]	PEC 32/2020	Negativo
419	As reformas são importantes, porém, se o serviço público carece de qualidade no atendimento e é dispendioso para os cofres públicos. Poderia, rever os cargos comissionados, grande parte ganha mais que o servidor d carreira, e não vai trabalhar. Essa reforma vai piorar a qualidade do serviço e vai ficar como o curral político. #naoareformaadministrativa#	[['naoareformaadministrativa']]	PEC 32/2020	Negativo
420	"Estabilidade para o servidor é uma garantia e não um privilégio!
#estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
421	O principal ponto negativo do projeto é o fim da estabilidade de servidores públicos.  A estabilidade do servidor publico não é, como pensam alguns, um privilégio. A bem verdade, a estabilidade representa uma garantia do servidor, que exercerá as funções para os quais foi designado sem medo de demissões arbitrárias. #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
422	Vivemos no Brasil. ISSO CLATAMENTE VAI FAVORECER A CORRUPÇÃO!!! Vai favorecer rachadinha e cabide de cargos para políticos. Os servidores não vão tentar combater corrupção com medo de ir pra rua, precisam de autonomia, isso é um retrocesso! O dinheiro público vai continuar PAGANDO  MUITO PARA ALTOS CARGOS. NÃO É SOBRE EFICIÊNCIA E ECONOMIA.  Os governos mudam. #ESTABILIDADESIM #NÃOAORETROCESSO	[['ESTABILIDADESIM', 'NÃOAORETROCESSO']]	PEC 32/2020	Negativo
423	Facilitação da corrupção! #vergonhaBrasil	[['vergonhaBrasil']]	PEC 32/2020	Negativo
424	"Se é uma proposta ""tão boa"" então porque não se enquadram  todos os servidores, de todos as áreas? Os prejudicados serão principalmente os da Educação.  Concurso não é um favor, essa foi a forma escolhida para seleção e ingresso no serviço público. Os melhores profissionais estão no serviço público pois, não é fácil as etapas de concurso. #servicopublicodequalidade
#valorizeoservidor
#melhoriasenaoaperdadedireitos"	[['servicopublicodequalidade', 'valorizeoservidor', 'melhoriasenaoaperdadedireitos']]	PEC 32/2020	Negativo
425	"• Estabilidade surgiu para proteger o serviço público de interesses externos. Mexer na estabilidade do servidor é dar um tiro no pé na separação dos poderes. Haverá subordinação de servidor em prol de interesses políticos e, consequentemente, um aumento na corrupção, onde o servidor “não tem nada a perder” já que pode ser mandado embora caso não acate “solicitações”. #estabilidadesim
• Ausência de requisitos, controle e limites nos cargos comissionados gera mais despesas que um servidor."	[['estabilidadesim']]	PEC 32/2020	Negativo
426	Reforma que vai tão somente prejudicar os servidores públicos e aqueles que buscam profissionalmente essa carreira! Essa reforma só favorece o Governo, e não o servidor! #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
427	A estabilidade é extremamente necessária para garantir a imparcialidade no serviço público. O servidor público não deve ser sofrer interferências políticas e externas! Governos mudam constantemente. Como o servidor multaria um desembargador com medo de ir pra rua? Essa PEC só vai favorer a corrução! Rachadinhas e apadrinhados. E quem mais ganha no serviço público continuará ganhando muito mais que a grande maioria dos servidores. É um retrocesso. #Estabilidadesim #nãoacorrupção #nãoapec32/2020	[['Estabilidadesim', 'nãoacorrupção', 'nãoapec32']]	PEC 32/2020	Negativo
428	"É ""Reforma Punitiva"". A Estabilidade é garantia Constitucional imprescindível e salutar para a melhor Gestão Pública. Não é qualquer pessoa que passa em um Concurso Público: muita dedicação, esforço e persistência. Leva-se anos para ser aprovado. Não se pode subjugar todo esse esforço a meros devaneios do atual Gestor Político. Sem a Estabilidade todo o esforço é em vão. Não vejo sua retirada como um ""progresso"" ... #estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
429	"Terrível e injusta PEC que não irá afetar em nada os servidores públicos do judiciário, legislativo e militares. Hoje a maioria esmagadora dos servidores do executivo ganham menos de R$2.500,00/mês! Licença-prêmio e progressão são instrumentos que ajudam a compensar longos anos sem reajuste salarial - diferente de quem trabalha pela CLT!
Eu acreditaria nesta reforma administrativa somente se o judiciário, os militares e o legislativo fossem inclusos!
#VergonhaDesseGoverno"	[['VergonhaDesseGoverno']]	PEC 32/2020	Negativo
431	a estabilidade não é algo do servidor público, mas sim inerente ao cargo para que a boa  administração e os serviços públicos ocorra sem nenhum prejuízo à população por possíveis perseguições futuras de quem pode se sentir contrariado. #nãoaofimdaestabilidade.	[['nãoaofimdaestabilidade']]	PEC 32/2020	Negativo
432	#EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
433	O fim da estabilidade vai ser uma perseguição contra os servidores públicos, isso é um direito nosso.Passamos anos estudando,  é o mínimo que merecemos. #estabilidadesim 	[['estabilidadesim']]	PEC 32/2020	Negativo
434	Sem tirar altíssimos e desproporcionais salários de juízes e militares não adianta de nada essa proposta!! Sem contar o cabide de emprego que o serviço público vai se tornar! Absurdo! #naoapec322020	[['naoapec322020']]	PEC 32/2020	Negativo
435	"#estabilidadesim 
"	[['estabilidadesim']]	PEC 32/2020	Negativo
436	"Não há pontos positivos em acabar com a estabilidade no serviço público.  
#NAOREFORMA
"	[['NAOREFORMA']]	PEC 32/2020	Positivo
437	"A estabilidade a garante a imparcialidade no serviço público.
#estabilidadeSIM"	[['estabilidadeSIM']]	PEC 32/2020	Negativo
438	"Nenhum direito a menos. A reforma não pode ser feita. Servidor público é a garantia da isenção dos serviços públicos. 
A reforma tributária deve ser feita antes e taxar as grandes fortunas. 
#naoareformaadministrativa"	[['naoareformaadministrativa']]	PEC 32/2020	Negativo
439	Esta PEC, caso aprovada, será responsável por expurgar o princípio da impessoalidade do ordenamento jurídico, tendo em vista o caráter imparcial e imoral apresentado no chamado período de experiência elencado pelo Executivo. Além disso, visa desfavorecer as classes mais baixas do funcionalismo público, enquanto protege e perpetua a existência dos cargos comissionados. #DigaNaoAReformaAdministrativa	[['DigaNaoAReformaAdministrativa']]	PEC 32/2020	Negativo
440	Dará oportunidade para arbitrariedades e abusos para aqueles que terão poder decisório. Além de ser um equívoco e uma injustiça todo o processo seletivo pelo qual o futuro servidor terá que passar pra ingressar na serviço público. #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
441	Fim da estabilidade para a maioria dos servidores públicos, aqueles que sustentam a família com salário micho. Agora poderão ser exonerados a harbitrio de políticos que ganhar 15 vezes mais. #concursoprapolitico	[['concursoprapolitico']]	PEC 32/2020	Negativo
442	Funcionários públicos vão ficar sem estabilidade e na mão de políticos corruptos!#nãoaofimdaestabilidade!	[['nãoaofimdaestabilidade']]	PEC 32/2020	Negativo
443	Estabilidade não é privilégio, é garantia constitucional do servidor público, que o protege de arbitrariedades políticas. #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
444	A estabilidade é prerrogativa dos servidores públicos e não privilégio. A estabilidade deve ser mantida para que não aconteça perseguições políticas, casos de corrupção e comportamentos ímprobos na Administração Pública. #ESTABILIDADESIM	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
445	"Esta reforma só abre espaço para o apadrinhamento político e corrupção. A estabilidade do servidor não é um privilégio, é uma garantia! Acham que um Fiscal da RF, por exemplo, no período de experiência (um absurdo) multaria um político ou grande empresário que tenha influência suficiente para mexer os ""pauzinhos"" e conseguir a demissão do servidor? O que falar do caso do Desembargador? Ele teria conseguido, provavelmente, a demissão do Guarda Municipal por fazer o certo! #NãoÀReformaAdm "	[['NãoÀReformaAdm']]	PEC 32/2020	Negativo
446	O servidor público está sendo o “bode expiatório” da proposta. Por que não tirar privilégios dos próprios deputados, senadores, presidente e ministérios? Outro ponto negativo de vários é propôr tirar a estabilidade do servidor. Não há razões. A estabilidade é uma segurança. #estabilidadesim #reformajusta	[['estabilidadesim', 'reformajusta']]	PEC 32/2020	Negativo
447	"Simplesmente absurda a ideia de obrigar a vitima de um estupro a gerar um feto resultado deste estudo. E é isso mesmo, um feto. E feto é muito diferente de uma criança. De modo que é direito da mulher decidir sobre seu corpo, e ao invés de propor que uma vitima de estupro carrego o resultado desse estupro por 9 meses, deveriam regulamentar de vez o acesso ao aborto. Pois mulheres ricas abortam todo tempo, inclusive evangélicas. O que se vê é a necropolitica. #LegaizaçãoJa!
"	[['LegaizaçãoJa']]	PL 2893/2019	Negativo
448	Mais uma tentativa de surrupiar o direito do povo brasileiro, acabar com a estabilidade de servidores públicos é da margem a corrupção, a desigualdade e a massa de manobra de trabalhadores por meio do medo. Essa reforma não passará. #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
449	A estabilidade é prerrogativa dos servidores públicos e não privilégio. A estabilidade deve ser mantida para que não aconteça perseguições políticas, casos de corrupção e comportamentos ímprobos na Administração Pública. #ESTABILIDADESIM	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
450	"O presidente Jair Bolsonaro e o Sr. Ministro Paulo Guedes, deveriam propôr junto dessa reforma administrativa, uma reforma política. Mexer com servidores é fácil! basta apenas algumas canetadas e tudo se "" resolve"", agora acabar de vez com exageros e gastos desnecessários nos gabinetes, viagens e cargos sem concurso público, isso ninguém quer. o Congresso brasileiro tem um custo anual de cerca US$ 4,4 bilhões, será que isso em sua maioria é gasto com servidores? #ForaReformaAdministrativa!!"	[['ForaReformaAdministrativa']]	PEC 32/2020	Negativo
451	Pontos negativos: a. Fim da estabilidade,  b. vinculo de experiência, c. fim de licenças, d. impossibilidade de adicional por tempo de serviço. A estabilidade é uma proteção ao servidor público contra possíveis retaliações e perseguições em decorrência do ofício. Acabar com a estabilidade e acrescentar esse vinculo de experiência é igualar ao setor privado. #estabilidadesim #naoaoretrocesso	[['estabilidadesim', 'naoaoretrocesso']]	PEC 32/2020	Negativo
452	O fim da estabilidade terá como consequências: apadrinhamento político, ferir o princípio da impessoalidade da administração pública, servidores não estarão focados em prol da população, mas sim em agradar ao governo e seus superiores hierárquicos, estimulará o crime 321 do código penal (advocacia administrativa). Funcionário preguiçoso deve ir embora? Sim! Então que seja feita uma avaliação de desempenho mais efetiva, e que seja preservado o contraditório e ampla defesa. #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
453	Retrocesso!! Foi garantido com a promulgação da CF/88 a estabilidade para os servidores públicos que foram aprovados em concurso. Essa reforma quer acabar com direitos que foram conquistados! Muitos servidores sofrem perseguições dentro dos órgãos no qual atuam, e se não gozassem de estabilidade, seriam demitidos por motivos banais. Ressalta-se que Sem a estabilidade, só ficaria com a vaga a pessoa que se submetesse à toda e qualquer ordem superior, ainda que claramente ilegal. #NãoaReformaAdm	[['NãoaReformaAdm']]	PEC 32/2020	Negativo
454	Desconsidera a meritocracia e favorece o nepotismo, assim como algumas classes, especialmente parlamentares e os servidores da União são condenados a viver com salários miseráveis e sem nenhuma estabilidade. Mais uma vez o trabalhador pagando contas que não são destes. Os políticos brasileiros são uma decepção e querem colocar cabresto no povo. Além de uma Constituição gagá, trabalhadores e servidores vêm perdendo direitos adquiridos com muita luta e suor. Só muda pra pior. #vergonha	[['vergonha']]	PEC 32/2020	Negativo
455	#naoapecdarachadinha !!! Servidor público concursado com estabilidade não vira guardião de político na frente de hospital. A estabilidade é necessária contra ingerências políticas . 	[['naoapecdarachadinha']]	PEC 32/2020	Negativo
456	Se querem a reforma tem que valer para todos, militares, juízes, promotores e parlamentares! Brasil seguirá em desigualdade por manter alguns dentro e outros fora! #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
457	"Em geral tudo é negativo, retroceder no que já com muita luta conquistamos, principalmente a tão sonhada por muitos estabilidade. Na realidade a intenção ao que me parece é fazer com que cada vez menos as pessoas estude, principalmente ao que se refere a lei e seus direitos. Acorda Brasil #naoaofimdaestabilidade #retrocederjamais
"	[['naoaofimdaestabilidade', 'retrocederjamais']]	PEC 32/2020	Negativo
458	"O fim da estabilidade do servidor será uma ""licença "" para que os chefes (que geralmente não são servidores) pratiquem os mais variados tipos de assédio. Fazendo com que os servidores sejam coagidos a agir de acordo com suas vontades (chefes). #estabilidadesim #naoeprivilegio "	[['estabilidadesim', 'naoeprivilegio']]	PEC 32/2020	Negativo
459	"A estabilidade não é um privilégio do servidor, ela visa garantir a própria continuidade do serviço público contra as pressões externas, e contra quem se utiliza do cargo para SATISFAÇÃO DE INTERESSES PESSOAIS. 
Apadrinhamento no serviço público não! Essa ainda é uma das poucas formas de entrar por mérito próprio.  #ESTABILIDADESIM #ESTAMOSDEOLHO "	[['ESTABILIDADESIM', 'ESTAMOSDEOLHO']]	PEC 32/2020	Negativo
460	"Quebra de Direitos!!! 
Sucateamento de Órgãos Públicos, usando muito #$$$."	[[]]	PEC 32/2020	Negativo
461	Fim da estabilidade, isso e bom para os politicos q vao ter um cabide de emprego para os seus #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
462	Fim da estabilidade do servidor levará a  manutenção de cabide de empregos com fins eleitoreiros; Formas de precárias de contratação; Retirada de direitos trabalhistas conquistados com muita luta e favorecimento de grandes empresários, que gozarão de muito mais força perante o servidor público não estável.  #Naoareformaadministrativa #EstabilidadeSim	[['Naoareformaadministrativa', 'EstabilidadeSim']]	PEC 32/2020	Negativo
463	"Governos vem e vão... E o servidor público continua. Fim da estabilidade é um retrocesso e mais facilidade políticos tirar vantagens indevidas, além das perseguições e serviço precário. 
#estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
464	A primeira reforma administrativa tem que ser com os políticos, com salários absurdos. Infelizmente os políticos as vezes não estão nem preparados para administrar. Os funcionários públicos estudam passam por muitas coisas para conseguir um cargo na ADM pública.   #PECPARAOSPOLITICOS	[['PECPARAOSPOLITICOS']]	PEC 32/2020	Negativo
465	"O fim da estabilidade retira a imparcialidade do servidor, tornando-o suscetível  a perseguição política, amplia o chamado cargo de confiança que são ""cabide de emprego"" no serviço público para as ""rachadinhas"". #EstabilidadeSIM"	[['EstabilidadeSIM']]	PEC 32/2020	Negativo
